lower,higher,freq,webID,hood,site
Small.pink.Knotweed,Lasioglossum.Dialictus.spp.,1,LATE,DS,t6
Queen.Annes.Lace,Lasioglossum.Dialictus.spp.,2,LATE,FA,t1
Queen.Annes.Lace,Lasioglossum.Dialictus.spp.,4,LATE,FA,t4
Chichory,Lasioglossum.Dialictus.spp.,1,LATE,HO,t1
Chichory,Lasioglossum.Dialictus.spp.,2,LATE,HO,t2
Horseweed,Lasioglossum.Dialictus.spp.,1,LATE,HO,t6
Fleabane,Lasioglossum.Dialictus.spp.,1,LATE,SV,t1
White.Snakeroot,Lasioglossum.Dialictus.spp.,1,LATE,SV,t1
Queen.Annes.Lace,Lasioglossum.Dialictus.spp.,1,LATE,SV,t2
Dogbane,Lasioglossum.Dialictus.spp.,1,LATE,SV,t4
Frost.Aster,Lasioglossum.Dialictus.spp.,1,LATE,SV,t4
Common.Milkweed,Lasioglossum.Dialictus.spp.,3,LATE,SV,t8
Downy.Wood.Mint,Lasioglossum.Dialictus.spp.,1,LATE,SV,t8
Chichory,Lasioglossum.Dialictus.spp.,1,LATE,TR,t1
Pokeweed,Lasioglossum.Dialictus.spp.,3,LATE,TR,t6
Prickly.lettuce,Lasioglossum.Dialictus.spp.,2,LATE,TR,t6
Unknown.square.white.knotweed,Lasioglossum.Dialictus.spp.,1,LATE,TR,t6
Hibiscus,Lasioglossum.Dialictus.spp.,1,LATE,TR,t8
Field.Bindweed,Lasioglossum.Dialictus.tegulare,1,LATE,DS,t1
Prickly.lettuce,Lasioglossum.Dialictus.versatum,1,LATE,TR,t6
Chichory,Lasioglossum.Hemihalictus.pectorale,1,EARLY,TR,t2
Chichory,Lasioglossum.Hemihalictus.pectorale,1,LATE,CE,t8
Field.Bindweed,Lasioglossum.Hemihalictus.pectorale,1,LATE,CE,t8
Chichory,Lasioglossum.Hemihalictus.pectorale,1,LATE,TR,t1
Chichory,Lasioglossum.Hemihalictus.spp.,1,LATE,CE,t4
Downy.Wood.Mint,Lasioglossum.Hemihalictus.spp.,1,LATE,SV,t8
Chichory,Lasiolgossum.Dialictus.cattellae,1,EARLY,BU,t2
Everlasting.Pea,Megachile.campanulae,1,EARLY,BU,t1
Birdsfoot.Trefoil,Megachile.centuncularis,1,LATE,BU,t2
Unknown.Aster,Megachile.centuncularis,1,LATE,BU,t6
Chichory,Megachile.centuncularis,1,LATE,CE,t4
Sowthistle,Megachile.centuncularis,1,LATE,CE,t4
Purple.Thistle,Megachile.centuncularis,1,LATE,DS,t4
Sowthistle,Megachile.centuncularis,1,LATE,DS,t8
Chichory,Megachile.centuncularis,2,LATE,HO,t2
Dogbane,Megachile.centuncularis,1,LATE,SV,t4
Everlasting.Pea,Megachile.frigida,3,EARLY,BU,t1
Field.Bindweed,Megachile.mendica,1,LATE,DS,t1
Purple.Thistle,Megachile.mendica,1,LATE,DS,t4
White.Clover,Megachile.mendica,1,LATE,DS,t4
Dogbane,Megachile.mendica,1,LATE,SV,t4
Common.Milkweed,Megachile.mendica,1,LATE,SV,t8
Sweet.Clover.white,Megachile.rotundata,3,EARLY,BU,t2
Chichory,Megachile.rotundata,1,EARLY,SV,t1
Chichory,Megachile.rotundata,2,LATE,BU,t1
Birdsfoot.Trefoil,Megachile.rotundata,1,LATE,BU,t2
Birdsfoot.Trefoil,Megachile.rotundata,4,LATE,BU,t4
Purple.Thistle,Megachile.rotundata,1,LATE,DS,t4
Birdsfoot.Trefoil,Megachile.rotundata,4,LATE,FA,t1
Birdsfoot.Trefoil,Megachile.rotundata,2,LATE,FA,t4
Birdsfoot.Trefoil,Megachile.rotundata,2,LATE,FA,t8
Birdsfoot.Trefoil,Megachile.rotundata,1,LATE,GL,t4
Freak.Clover,Megachile.rotundata,1,LATE,GL,t6
Horseweed,Megachile.rotundata,1,LATE,HO,t6
Dogbane,Megachile.rotundata,1,LATE,SV,t4
Red.Clover,Megachile.rotundata,1,LATE,SV,t6
Chichory,Melissodes.agilis,1,LATE,HO,t2
Mallow,Melissodes.bimaculata,1,EARLY,CE,t4
Narrow.Leaf.Plantain,Melissodes.bimaculata,1,EARLY,SV,t1
Chichory,Melissodes.bimaculata,2,EARLY,TR,t1
Field.Bindweed,Melissodes.bimaculata,1,EARLY,TR,t2
White.Clover,Melissodes.bimaculata,1,LATE,DS,t4
Narrow.Leaf.Plantain,Melissodes.bimaculata,1,LATE,HO,t6
Field.Bindweed,Peponapis.pruinosa,1,EARLY,TR,t2
Morning.Glory,Peponapis.pruinosa,1,LATE,DS,t4
Queen.Annes.Lace,Sphecodes.spp.,1,LATE,CE,t6
Queen.Annes.Lace,Sphecodes.spp.,1,LATE,FA,t4
Chichory,Xylocopa.virginica,1,LATE,BU,t1
Purple.Thistle,Xylocopa.virginica,1,LATE,DS,t4
Chichory,Xylocopa.virginica,1,LATE,GL,t1
Red.Clover,Xylocopa.virginica,1,LATE,GL,t6
White.Snakeroot,Xylocopa.virginica,1,LATE,SV,t1
Downy.Wood.Mint,Xylocopa.virginica,1,LATE,SV,t8
Red.Clover,Xylocopa.virginica,1,LATE,TR,t1
Queen.Annes.Lace,Xylocopa.virginica,1,LATE,TR,t6
